# Selection : patch(outletGeo)
# Faces  :    94
# Area   :    8.762406e-06
# Time        	areaAverage(U)
0.122037      	(-6.010070e-01 5.811919e-01 9.290504e-09)
0.1221        	(-6.021857e-01 5.823568e-01 9.314281e-09)
0.122163      	(-6.033647e-01 5.835216e-01 9.335343e-09)
0.122226      	(-6.045437e-01 5.846861e-01 9.353409e-09)
0.122289      	(-6.057169e-01 5.858448e-01 9.373637e-09)
0.122352      	(-6.068912e-01 5.870045e-01 9.393472e-09)
0.122414      	(-6.080659e-01 5.881642e-01 9.412263e-09)
0.122477      	(-6.092407e-01 5.893237e-01 9.429694e-09)
0.122539      	(-6.104097e-01 5.904775e-01 9.450750e-09)
0.122601      	(-6.115799e-01 5.916322e-01 9.472256e-09)
0.122663      	(-6.127505e-01 5.927872e-01 9.492362e-09)
0.122726      	(-6.139213e-01 5.939419e-01 9.510636e-09)
0.122787      	(-6.150862e-01 5.950907e-01 9.532921e-09)
0.122849      	(-6.162523e-01 5.962406e-01 9.555745e-09)
0.122911      	(-6.174189e-01 5.973907e-01 9.576950e-09)
0.122972      	(-6.185856e-01 5.985405e-01 9.595905e-09)
0.123033      	(-6.197463e-01 5.996844e-01 9.618557e-09)
0.123094      	(-6.209082e-01 6.008292e-01 9.641354e-09)
0.123156      	(-6.220704e-01 6.019742e-01 9.662167e-09)
0.123217      	(-6.232328e-01 6.031188e-01 9.680471e-09)
0.123277      	(-6.243888e-01 6.042573e-01 9.702550e-09)
0.123338      	(-6.255461e-01 6.053968e-01 9.724847e-09)
0.123398      	(-6.267037e-01 6.065363e-01 9.745231e-09)
0.123459      	(-6.278613e-01 6.076754e-01 9.763106e-09)
0.123519      	(-6.290124e-01 6.088082e-01 9.784939e-09)
0.123579      	(-6.301647e-01 6.099419e-01 9.807035e-09)
0.123639      	(-6.313173e-01 6.110756e-01 9.827175e-09)
0.123699      	(-6.324699e-01 6.122089e-01 9.844814e-09)
0.123759      	(-6.336223e-01 6.133417e-01 9.860468e-09)
0.123818      	(-6.347682e-01 6.144681e-01 9.881521e-09)
0.123878      	(-6.359155e-01 6.155957e-01 9.904075e-09)
0.123937      	(-6.370632e-01 6.167235e-01 9.925586e-09)
0.123997      	(-6.382110e-01 6.178509e-01 9.945153e-09)
0.124056      	(-6.393521e-01 6.189718e-01 9.969433e-09)
0.124114      	(-6.404943e-01 6.200938e-01 9.994039e-09)
0.124173      	(-6.416369e-01 6.212156e-01 1.001638e-08)
0.124232      	(-6.427792e-01 6.223370e-01 1.003557e-08)
0.124291      	(-6.439214e-01 6.234577e-01 1.005207e-08)
0.124349      	(-6.450566e-01 6.245716e-01 1.007389e-08)
0.124408      	(-6.461932e-01 6.256868e-01 1.009680e-08)
0.124466      	(-6.473302e-01 6.268020e-01 1.011822e-08)
0.124524      	(-6.484671e-01 6.279168e-01 1.013726e-08)
0.124582      	(-6.496038e-01 6.290310e-01 1.015419e-08)
0.12464       	(-6.507332e-01 6.301382e-01 1.017711e-08)
0.124698      	(-6.518641e-01 6.312467e-01 1.020120e-08)
0.124755      	(-6.529954e-01 6.323552e-01 1.022354e-08)
0.124813      	(-6.541265e-01 6.334633e-01 1.024308e-08)
0.12487       	(-6.552574e-01 6.345707e-01 1.026003e-08)
0.124928      	(-6.563882e-01 6.356776e-01 1.027542e-08)
0.124985      	(-6.575116e-01 6.367775e-01 1.029807e-08)
0.125042      	(-6.586367e-01 6.378790e-01 1.032282e-08)
0.125099      	(-6.597624e-01 6.389807e-01 1.034642e-08)
0.125156      	(-6.608880e-01 6.400820e-01 1.036750e-08)
0.125213      	(-6.620133e-01 6.411827e-01 1.038608e-08)
0.125269      	(-6.631308e-01 6.422759e-01 1.041104e-08)
0.125326      	(-6.642497e-01 6.433704e-01 1.043688e-08)
0.125382      	(-6.653690e-01 6.444650e-01 1.046029e-08)
0.125438      	(-6.664880e-01 6.455588e-01 1.048007e-08)
0.125495      	(-6.676066e-01 6.466519e-01 1.049651e-08)
0.125551      	(-6.687248e-01 6.477442e-01 1.051084e-08)
0.125607      	(-6.698348e-01 6.488287e-01 1.053314e-08)
0.125662      	(-6.709466e-01 6.499149e-01 1.055769e-08)
0.125718      	(-6.720587e-01 6.510012e-01 1.058080e-08)
0.125773      	(-6.731706e-01 6.520869e-01 1.060095e-08)
0.125829      	(-6.742819e-01 6.531717e-01 1.061815e-08)
0.125885      	(-6.753929e-01 6.542558e-01 1.063340e-08)
0.12594       	(-6.765037e-01 6.553393e-01 1.064794e-08)
0.125995      	(-6.776061e-01 6.564149e-01 1.067485e-08)
0.12605       	(-6.787105e-01 6.574926e-01 1.070219e-08)
0.126105      	(-6.798156e-01 6.585706e-01 1.072821e-08)
0.12616       	(-6.809203e-01 6.596480e-01 1.075092e-08)
0.126215      	(-6.820246e-01 6.607246e-01 1.077006e-08)
0.126269      	(-6.831284e-01 6.618002e-01 1.078645e-08)
0.126324      	(-6.842320e-01 6.628754e-01 1.080141e-08)
0.126378      	(-6.853264e-01 6.639419e-01 1.082900e-08)
0.126432      	(-6.864230e-01 6.650107e-01 1.085683e-08)
0.126486      	(-6.875202e-01 6.660798e-01 1.088282e-08)
0.12654       	(-6.886169e-01 6.671481e-01 1.090480e-08)
0.126595      	(-6.897129e-01 6.682154e-01 1.092265e-08)
0.126649      	(-6.908083e-01 6.692816e-01 1.093742e-08)
0.126703      	(-6.919033e-01 6.703470e-01 1.095071e-08)
0.126757      	(-6.929982e-01 6.714120e-01 1.096407e-08)
0.12681       	(-6.940831e-01 6.724679e-01 1.099282e-08)
0.126863      	(-6.951707e-01 6.735265e-01 1.102325e-08)
0.126916      	(-6.962588e-01 6.745855e-01 1.105217e-08)
0.126969      	(-6.973465e-01 6.756436e-01 1.107674e-08)
0.127023      	(-6.984333e-01 6.767005e-01 1.109639e-08)
0.127076      	(-6.995193e-01 6.777561e-01 1.111197e-08)
0.127129      	(-7.006047e-01 6.788109e-01 1.112513e-08)
0.127182      	(-7.016899e-01 6.798651e-01 1.113757e-08)
0.127235      	(-7.027752e-01 6.809191e-01 1.115080e-08)
0.127288      	(-7.038608e-01 6.819732e-01 1.116595e-08)
0.127341      	(-7.049352e-01 6.830171e-01 1.119645e-08)
0.127393      	(-7.060129e-01 6.840645e-01 1.123362e-08)
0.127445      	(-7.070913e-01 6.851125e-01 1.126690e-08)
0.127497      	(-7.081691e-01 6.861595e-01 1.129471e-08)
0.127549      	(-7.092459e-01 6.872050e-01 1.131597e-08)
0.127601      	(-7.103215e-01 6.882490e-01 1.133155e-08)
0.127653      	(-7.113964e-01 6.892919e-01 1.134338e-08)
0.127706      	(-7.124709e-01 6.903339e-01 1.135367e-08)
0.127758      	(-7.135453e-01 6.913756e-01 1.136438e-08)
0.12781       	(-7.146197e-01 6.924172e-01 1.137705e-08)
0.127862      	(-7.156944e-01 6.934589e-01 1.139268e-08)
0.127913      	(-7.167556e-01 6.944884e-01 1.142801e-08)
0.127964      	(-7.178206e-01 6.955220e-01 1.147109e-08)
0.128015      	(-7.188865e-01 6.965564e-01 1.150927e-08)
0.128066      	(-7.199515e-01 6.975895e-01 1.153976e-08)
0.128117      	(-7.210149e-01 6.986206e-01 1.156121e-08)
0.128167      	(-7.220767e-01 6.996496e-01 1.157472e-08)
0.128218      	(-7.231374e-01 7.006769e-01 1.158288e-08)
0.128269      	(-7.241972e-01 7.017031e-01 1.158857e-08)
0.12832       	(-7.252565e-01 7.027286e-01 1.159450e-08)
0.128371      	(-7.263157e-01 7.037536e-01 1.160277e-08)
0.128422      	(-7.273749e-01 7.047785e-01 1.161476e-08)
0.128473      	(-7.284343e-01 7.058035e-01 1.163111e-08)
0.128524      	(-7.294941e-01 7.068287e-01 1.165178e-08)
0.128575      	(-7.305544e-01 7.078543e-01 1.167623e-08)
0.128624      	(-7.315956e-01 7.088631e-01 1.176153e-08)
0.128673      	(-7.326429e-01 7.098782e-01 1.181020e-08)
0.128722      	(-7.336914e-01 7.108945e-01 1.180716e-08)
0.128771      	(-7.347385e-01 7.119088e-01 1.176562e-08)
0.12882       	(-7.357830e-01 7.129200e-01 1.169942e-08)
0.12887       	(-7.368247e-01 7.139277e-01 1.162427e-08)
0.128919      	(-7.378639e-01 7.149326e-01 1.155647e-08)
0.128968      	(-7.389014e-01 7.159352e-01 1.150936e-08)
0.129017      	(-7.399376e-01 7.169363e-01 1.149104e-08)
0.129066      	(-7.409728e-01 7.179363e-01 1.150412e-08)
0.129115      	(-7.420077e-01 7.189357e-01 1.154636e-08)
0.129164      	(-7.430423e-01 7.199347e-01 1.161199e-08)
0.129214      	(-7.440770e-01 7.209338e-01 1.169328e-08)
0.129263      	(-7.451121e-01 7.219330e-01 1.178204e-08)
0.129312      	(-7.461478e-01 7.229326e-01 1.187080e-08)
0.129361      	(-7.471842e-01 7.239328e-01 1.195366e-08)
0.12941       	(-7.482214e-01 7.249336e-01 1.202675e-08)
0.129459      	(-7.492596e-01 7.259352e-01 1.208818e-08)
0.129509      	(-7.502986e-01 7.269375e-01 1.213789e-08)
0.129558      	(-7.513385e-01 7.279405e-01 1.217712e-08)
0.129607      	(-7.523792e-01 7.289442e-01 1.220797e-08)
0.129656      	(-7.534207e-01 7.299485e-01 1.223281e-08)
0.129705      	(-7.544628e-01 7.309534e-01 1.225394e-08)
0.129747      	(-7.554278e-01 7.318914e-01 1.227134e-08)
0.129789      	(-7.564173e-01 7.328562e-01 1.239176e-08)
0.129831      	(-7.574107e-01 7.338251e-01 1.244618e-08)
0.129874      	(-7.583955e-01 7.347842e-01 1.241543e-08)
0.129916      	(-7.593660e-01 7.357271e-01 1.221449e-08)
0.129958      	(-7.603212e-01 7.366527e-01 1.190171e-08)
0.13          	(-7.612625e-01 7.375629e-01 1.154316e-08)
0.130048      	(-7.622617e-01 7.385205e-01 1.118647e-08)
0.130097      	(-7.632300e-01 7.394442e-01 1.094440e-08)
0.130145      	(-7.641890e-01 7.403581e-01 1.086528e-08)
0.130193      	(-7.651495e-01 7.412748e-01 1.083303e-08)
0.130241      	(-7.661206e-01 7.422039e-01 1.074074e-08)
0.130289      	(-7.671037e-01 7.431465e-01 1.064164e-08)
0.130337      	(-7.680978e-01 7.441012e-01 1.058819e-08)
0.130385      	(-7.690990e-01 7.450639e-01 1.060509e-08)
0.130433      	(-7.701089e-01 7.460357e-01 1.069966e-08)
0.130481      	(-7.711257e-01 7.470141e-01 1.086799e-08)
0.130528      	(-7.721453e-01 7.479954e-01 1.110430e-08)
0.130576      	(-7.731699e-01 7.489813e-01 1.138273e-08)
0.130624      	(-7.741975e-01 7.499700e-01 1.168279e-08)
0.130671      	(-7.752268e-01 7.509602e-01 1.198245e-08)
0.130718      	(-7.762540e-01 7.519487e-01 1.226856e-08)
0.130766      	(-7.772818e-01 7.529377e-01 1.252057e-08)
0.130813      	(-7.783090e-01 7.539262e-01 1.273060e-08)
0.13086       	(-7.793323e-01 7.549112e-01 1.289795e-08)
0.130907      	(-7.803553e-01 7.558959e-01 1.302127e-08)
0.130955      	(-7.813774e-01 7.568796e-01 1.310317e-08)
0.131001      	(-7.823959e-01 7.578599e-01 1.315381e-08)
0.131048      	(-7.834146e-01 7.588404e-01 1.317843e-08)
0.131095      	(-7.844330e-01 7.598206e-01 1.318347e-08)
0.131142      	(-7.854510e-01 7.608002e-01 1.317602e-08)
0.131189      	(-7.864660e-01 7.617772e-01 1.316720e-08)
0.131235      	(-7.874817e-01 7.627548e-01 1.315910e-08)
0.131282      	(-7.884975e-01 7.637324e-01 1.315337e-08)
0.131328      	(-7.895103e-01 7.647074e-01 1.315574e-08)
0.131375      	(-7.905237e-01 7.656829e-01 1.316341e-08)
0.131421      	(-7.915370e-01 7.666582e-01 1.317413e-08)
0.131467      	(-7.925498e-01 7.676327e-01 1.318645e-08)
0.131513      	(-7.935595e-01 7.686043e-01 1.320405e-08)
0.13156       	(-7.945697e-01 7.695763e-01 1.322302e-08)
0.131606      	(-7.955797e-01 7.705479e-01 1.324086e-08)
0.131652      	(-7.965895e-01 7.715190e-01 1.325645e-08)
0.131698      	(-7.975961e-01 7.724872e-01 1.327458e-08)
0.131744      	(-7.986033e-01 7.734558e-01 1.329227e-08)
0.131789      	(-7.996104e-01 7.744241e-01 1.330797e-08)
0.131835      	(-8.006172e-01 7.753919e-01 1.332137e-08)
0.131881      	(-8.016208e-01 7.763567e-01 1.333793e-08)
0.131927      	(-8.026250e-01 7.773220e-01 1.335486e-08)
0.131972      	(-8.036292e-01 7.782870e-01 1.337057e-08)
0.132018      	(-8.046330e-01 7.792514e-01 1.338460e-08)
0.132063      	(-8.056337e-01 7.802129e-01 1.340229e-08)
0.132108      	(-8.066350e-01 7.811748e-01 1.342051e-08)
0.132154      	(-8.076362e-01 7.821365e-01 1.343745e-08)
0.132199      	(-8.086370e-01 7.830975e-01 1.345244e-08)
0.132244      	(-8.096346e-01 7.840555e-01 1.347084e-08)
0.132289      	(-8.106328e-01 7.850140e-01 1.348945e-08)
0.132334      	(-8.116309e-01 7.859722e-01 1.350645e-08)
0.13238       	(-8.126285e-01 7.869297e-01 1.352130e-08)
0.132424      	(-8.136229e-01 7.878841e-01 1.353952e-08)
0.132469      	(-8.146179e-01 7.888390e-01 1.355799e-08)
0.132514      	(-8.156127e-01 7.897936e-01 1.357491e-08)
0.132559      	(-8.166071e-01 7.907475e-01 1.358975e-08)
0.132603      	(-8.175981e-01 7.916983e-01 1.360820e-08)
0.132648      	(-8.185897e-01 7.926495e-01 1.362700e-08)
0.132693      	(-8.195812e-01 7.936004e-01 1.364423e-08)
0.132737      	(-8.205721e-01 7.945505e-01 1.365929e-08)
0.132782      	(-8.215625e-01 7.954999e-01 1.367264e-08)
0.132826      	(-8.225495e-01 7.964461e-01 1.369048e-08)
0.13287       	(-8.235373e-01 7.973931e-01 1.370950e-08)
0.132914      	(-8.245252e-01 7.983399e-01 1.372754e-08)
0.132959      	(-8.255126e-01 7.992861e-01 1.374377e-08)
0.133003      	(-8.264967e-01 8.002292e-01 1.376386e-08)
0.133047      	(-8.274815e-01 8.011729e-01 1.378417e-08)
0.133091      	(-8.284662e-01 8.021164e-01 1.380250e-08)
0.133135      	(-8.294503e-01 8.030590e-01 1.381817e-08)
0.133179      	(-8.304338e-01 8.040009e-01 1.383165e-08)
0.133223      	(-8.314138e-01 8.049395e-01 1.384954e-08)
0.133266      	(-8.323947e-01 8.058789e-01 1.386844e-08)
0.13331       	(-8.333755e-01 8.068181e-01 1.388622e-08)
0.133354      	(-8.343559e-01 8.077567e-01 1.390205e-08)
0.133397      	(-8.353356e-01 8.086945e-01 1.391622e-08)
0.133441      	(-8.363120e-01 8.096292e-01 1.393530e-08)
0.133484      	(-8.372891e-01 8.105646e-01 1.395555e-08)
0.133528      	(-8.382663e-01 8.114999e-01 1.397456e-08)
0.133571      	(-8.392430e-01 8.124346e-01 1.399135e-08)
0.133615      	(-8.402191e-01 8.133684e-01 1.400612e-08)
0.133658      	(-8.411917e-01 8.142991e-01 1.402562e-08)
0.133701      	(-8.421652e-01 8.152306e-01 1.404603e-08)
0.133744      	(-8.431386e-01 8.161620e-01 1.406491e-08)
0.133787      	(-8.441115e-01 8.170927e-01 1.408135e-08)
0.13383       	(-8.450838e-01 8.180225e-01 1.409564e-08)
0.133873      	(-8.460525e-01 8.189491e-01 1.411480e-08)
0.133916      	(-8.470221e-01 8.198765e-01 1.413493e-08)
0.133959      	(-8.479916e-01 8.208038e-01 1.415356e-08)
0.134002      	(-8.489605e-01 8.217303e-01 1.416973e-08)
0.134045      	(-8.499288e-01 8.226559e-01 1.418374e-08)
0.134087      	(-8.508933e-01 8.235782e-01 1.420359e-08)
0.13413       	(-8.518587e-01 8.245013e-01 1.422495e-08)
0.134172      	(-8.528241e-01 8.254242e-01 1.424484e-08)
0.134215      	(-8.537888e-01 8.263464e-01 1.426124e-08)
0.134257      	(-8.547528e-01 8.272676e-01 1.427462e-08)
0.1343        	(-8.557161e-01 8.281879e-01 1.428618e-08)
0.134342      	(-8.566758e-01 8.291051e-01 1.430480e-08)
0.134384      	(-8.576365e-01 8.300233e-01 1.432606e-08)
0.134426      	(-8.585973e-01 8.309415e-01 1.434674e-08)
0.134469      	(-8.595577e-01 8.318591e-01 1.436520e-08)
0.134511      	(-8.605173e-01 8.327758e-01 1.438130e-08)
0.134553      	(-8.614763e-01 8.336916e-01 1.439555e-08)
0.134595      	(-8.624317e-01 8.346043e-01 1.441587e-08)
0.134637      	(-8.633882e-01 8.355181e-01 1.443771e-08)
0.134679      	(-8.643447e-01 8.364319e-01 1.445806e-08)
0.134721      	(-8.653008e-01 8.373450e-01 1.447560e-08)
0.134763      	(-8.662561e-01 8.382572e-01 1.449049e-08)
0.134805      	(-8.672107e-01 8.391685e-01 1.450351e-08)
0.134846      	(-8.681615e-01 8.400765e-01 1.452303e-08)
0.134888      	(-8.691135e-01 8.409857e-01 1.454435e-08)
0.134929      	(-8.700655e-01 8.418948e-01 1.456427e-08)
0.134971      	(-8.710170e-01 8.428032e-01 1.458135e-08)
0.135012      	(-8.719677e-01 8.437106e-01 1.459570e-08)
0.135054      	(-8.729175e-01 8.446171e-01 1.460806e-08)
0.135095      	(-8.738634e-01 8.455201e-01 1.462719e-08)
0.135136      	(-8.748106e-01 8.464243e-01 1.464819e-08)
0.135178      	(-8.757578e-01 8.473285e-01 1.466775e-08)
0.135219      	(-8.767043e-01 8.482318e-01 1.468439e-08)
0.13526       	(-8.776499e-01 8.491342e-01 1.469821e-08)
0.135301      	(-8.785947e-01 8.500354e-01 1.471003e-08)
0.135342      	(-8.795389e-01 8.509359e-01 1.472097e-08)
0.135383      	(-8.804791e-01 8.518331e-01 1.474027e-08)
0.135424      	(-8.814208e-01 8.527317e-01 1.476246e-08)
0.135465      	(-8.823627e-01 8.536305e-01 1.478369e-08)
0.135506      	(-8.833041e-01 8.545285e-01 1.480200e-08)
0.135547      	(-8.842445e-01 8.554255e-01 1.481723e-08)
0.135588      	(-8.851842e-01 8.563215e-01 1.483001e-08)
0.135628      	(-8.861231e-01 8.572166e-01 1.484145e-08)
0.135669      	(-8.870615e-01 8.581112e-01 1.485269e-08)
0.13571       	(-8.879961e-01 8.590025e-01 1.487339e-08)
0.13575       	(-8.889325e-01 8.598956e-01 1.489743e-08)
0.135791      	(-8.898691e-01 8.607890e-01 1.492039e-08)
0.135831      	(-8.908053e-01 8.616818e-01 1.494007e-08)
0.135872      	(-8.917406e-01 8.625734e-01 1.495595e-08)
0.135912      	(-8.926749e-01 8.634640e-01 1.496881e-08)
0.135953      	(-8.936085e-01 8.643536e-01 1.497983e-08)
0.135993      	(-8.945379e-01 8.652397e-01 1.500161e-08)
0.136033      	(-8.954690e-01 8.661274e-01 1.502349e-08)
0.136073      	(-8.964002e-01 8.670153e-01 1.504377e-08)
0.136113      	(-8.973307e-01 8.679023e-01 1.506051e-08)
0.136153      	(-8.982601e-01 8.687881e-01 1.507350e-08)
0.136193      	(-8.991885e-01 8.696725e-01 1.508371e-08)
0.136233      	(-9.001159e-01 8.705559e-01 1.509253e-08)
0.136273      	(-9.010427e-01 8.714386e-01 1.510130e-08)
0.136313      	(-9.019691e-01 8.723207e-01 1.511114e-08)
0.136353      	(-9.028914e-01 8.731995e-01 1.513498e-08)
0.136393      	(-9.038158e-01 8.740805e-01 1.516071e-08)
0.136432      	(-9.047407e-01 8.749620e-01 1.518533e-08)
0.136472      	(-9.056650e-01 8.758426e-01 1.520601e-08)
0.136511      	(-9.065882e-01 8.767220e-01 1.522199e-08)
0.136551      	(-9.075103e-01 8.776001e-01 1.523406e-08)
0.136591      	(-9.084315e-01 8.784771e-01 1.524360e-08)
0.13663       	(-9.093520e-01 8.793533e-01 1.525218e-08)
0.13667       	(-9.102721e-01 8.802289e-01 1.526115e-08)
0.136709      	(-9.111877e-01 8.811010e-01 1.528469e-08)
0.136748      	(-9.121057e-01 8.819755e-01 1.531019e-08)
0.136788      	(-9.130241e-01 8.828503e-01 1.533434e-08)
0.136827      	(-9.139418e-01 8.837243e-01 1.535413e-08)
0.136866      	(-9.148583e-01 8.845968e-01 1.536879e-08)
0.136905      	(-9.157735e-01 8.854679e-01 1.537927e-08)
0.136944      	(-9.166875e-01 8.863376e-01 1.538708e-08)
0.136983      	(-9.176008e-01 8.872064e-01 1.539392e-08)
0.137023      	(-9.185135e-01 8.880745e-01 1.540129e-08)
0.137062      	(-9.194259e-01 8.889423e-01 1.541026e-08)
0.137101      	(-9.203382e-01 8.898098e-01 1.542145e-08)
0.13714       	(-9.212458e-01 8.906738e-01 1.544705e-08)
0.137178      	(-9.221564e-01 8.915408e-01 1.547642e-08)
0.137217      	(-9.230676e-01 8.924084e-01 1.550450e-08)
0.137256      	(-9.239781e-01 8.932750e-01 1.552716e-08)
0.137294      	(-9.248872e-01 8.941401e-01 1.554329e-08)
0.137333      	(-9.257949e-01 8.950035e-01 1.555371e-08)
0.137372      	(-9.267014e-01 8.958654e-01 1.556036e-08)
0.13741       	(-9.276069e-01 8.967262e-01 1.556537e-08)
0.137449      	(-9.285117e-01 8.975861e-01 1.557065e-08)
0.137488      	(-9.294160e-01 8.984456e-01 1.557763e-08)
0.137526      	(-9.303201e-01 8.993048e-01 1.558713e-08)
0.137565      	(-9.312240e-01 9.001638e-01 1.559945e-08)
0.137603      	(-9.321228e-01 9.010189e-01 1.562871e-08)
0.137641      	(-9.330251e-01 9.018775e-01 1.566417e-08)
0.137679      	(-9.339282e-01 9.027369e-01 1.569493e-08)
0.137717      	(-9.348304e-01 9.035952e-01 1.571862e-08)
0.137755      	(-9.357310e-01 9.044516e-01 1.573406e-08)
0.137793      	(-9.366298e-01 9.053060e-01 1.574237e-08)
0.137831      	(-9.375271e-01 9.061585e-01 1.574594e-08)
0.137869      	(-9.384232e-01 9.070097e-01 1.574742e-08)
0.137907      	(-9.393184e-01 9.078599e-01 1.574918e-08)
0.137945      	(-9.402129e-01 9.087093e-01 1.575300e-08)
0.137983      	(-9.411070e-01 9.095584e-01 1.575993e-08)
0.138021      	(-9.420009e-01 9.104072e-01 1.577035e-08)
0.138059      	(-9.428947e-01 9.112558e-01 1.578405e-08)
0.138098      	(-9.437886e-01 9.121045e-01 1.580047e-08)
0.138136      	(-9.446827e-01 9.129534e-01 1.581889e-08)
0.138173      	(-9.455707e-01 9.137977e-01 1.588759e-08)
0.13821       	(-9.464634e-01 9.146468e-01 1.592264e-08)
0.138247      	(-9.473573e-01 9.154970e-01 1.591359e-08)
0.138285      	(-9.482501e-01 9.163459e-01 1.587196e-08)
0.138322      	(-9.491408e-01 9.171922e-01 1.581034e-08)
0.138359      	(-9.500290e-01 9.180358e-01 1.574247e-08)
0.138397      	(-9.509150e-01 9.188768e-01 1.568240e-08)
0.138434      	(-9.517992e-01 9.197159e-01 1.564105e-08)
0.138471      	(-9.526820e-01 9.205535e-01 1.562488e-08)
0.138508      	(-9.535638e-01 9.213901e-01 1.563557e-08)
0.138546      	(-9.544450e-01 9.222260e-01 1.567067e-08)
0.138583      	(-9.553258e-01 9.230614e-01 1.572487e-08)
0.13862       	(-9.562065e-01 9.238967e-01 1.579133e-08)
0.138658      	(-9.570871e-01 9.247320e-01 1.586303e-08)
0.138695      	(-9.579679e-01 9.255673e-01 1.593380e-08)
0.138732      	(-9.588489e-01 9.264028e-01 1.599889e-08)
0.138769      	(-9.597303e-01 9.272386e-01 1.605530e-08)
0.138807      	(-9.606120e-01 9.280747e-01 1.610175e-08)
0.138844      	(-9.614940e-01 9.289110e-01 1.613834e-08)
0.13888       	(-9.623671e-01 9.297409e-01 1.621140e-08)
0.138916      	(-9.632475e-01 9.305784e-01 1.628368e-08)
0.138952      	(-9.641295e-01 9.314175e-01 1.626944e-08)
0.138989      	(-9.650096e-01 9.322541e-01 1.618226e-08)
0.139025      	(-9.658859e-01 9.330865e-01 1.604908e-08)
0.139061      	(-9.667581e-01 9.339142e-01 1.589785e-08)
0.139097      	(-9.676265e-01 9.347378e-01 1.575531e-08)
0.139133      	(-9.684918e-01 9.355580e-01 1.564424e-08)
0.139169      	(-9.693546e-01 9.363757e-01 1.557953e-08)
0.139205      	(-9.702158e-01 9.371916e-01 1.556707e-08)
0.139241      	(-9.710757e-01 9.380063e-01 1.560454e-08)
0.139278      	(-9.719349e-01 9.388202e-01 1.568324e-08)
0.139314      	(-9.727936e-01 9.396338e-01 1.579072e-08)
0.13935       	(-9.736521e-01 9.404471e-01 1.591331e-08)
0.139386      	(-9.745107e-01 9.412605e-01 1.603827e-08)
0.139422      	(-9.753696e-01 9.420740e-01 1.615528e-08)
0.139458      	(-9.762287e-01 9.428878e-01 1.625727e-08)
0.139494      	(-9.770882e-01 9.437019e-01 1.634047e-08)
0.13953       	(-9.779480e-01 9.445163e-01 1.640409e-08)
0.139567      	(-9.788083e-01 9.453310e-01 1.644968e-08)
0.139603      	(-9.796688e-01 9.461459e-01 1.648027e-08)
0.139639      	(-9.805295e-01 9.469611e-01 1.649957e-08)
